brand,year,km_driven,fuel,transmission,owner,selling_price
Maruti,2006,167144,Diesel,Automatic,Second,35000.0
Honda,2017,58140,Petrol,Manual,First,341222.0
Ford,2013,78318,Petrol,Manual,First,184052.0
Hyundai,2008,73503,Diesel,Manual,Second,159133.0
Mahindra,2020,139703,Petrol,Manual,First,407919.0
Volkswagen,2007,82857,Petrol,Manual,First,73273.0
Volkswagen,2016,144092,Petrol,Automatic,First,323484.0
Hyundai,2010,97464,Petrol,Manual,First,184637.0
Ford,2007,66605,Diesel,Manual,Second,81452.0
Honda,2017,101099,CNG,Manual,First,363368.0
Toyota,2015,72322,Diesel,Manual,First,361678.0
Renault,2022,78599,Petrol,Manual,Second,398593.0
Mahindra,2005,49089,Petrol,Manual,Second,86159.0
Mahindra,2008,26680,Diesel,Manual,Second,175401.0
Maruti,2023,150915,Diesel,Manual,First,471681.0
Volkswagen,2013,151878,Diesel,Automatic,First,244792.0
Ford,2006,173634,Petrol,Manual,Second,36011.0
Kia,2007,22209,Diesel,Manual,First,174334.0
Renault,2007,179489,Diesel,Manual,First,79323.0
Hyundai,2011,57276,Diesel,Manual,Second,179012.0
Kia,2010,90559,Diesel,Manual,Second,182943.0
Maruti,2009,130925,Diesel,Automatic,Second,159351.0
Hyundai,2017,5513,CNG,Automatic,Third,285559.0
Honda,2020,71928,Diesel,Manual,First,473625.0
Tata,2020,136101,Petrol,Manual,First,405529.0
Toyota,2011,135313,Petrol,Manual,First,190843.0
Toyota,2023,117645,Diesel,Automatic,Second,465105.0
Toyota,2024,97228,Petrol,Manual,First,519738.0
Maruti,2009,157491,CNG,Automatic,First,90582.0
Maruti,2015,47624,Diesel,Automatic,Second,324960.0
Renault,2019,137750,Diesel,Manual,First,355291.0
Ford,2007,114456,CNG,Manual,First,81391.0
Ford,2015,144991,Diesel,Manual,First,250966.0
Volkswagen,2022,128421,Petrol,Automatic,First,453420.0
Ford,2021,117722,Diesel,Manual,Second,411067.0
Toyota,2013,40333,Petrol,Manual,Second,233406.0
Hyundai,2012,25091,Petrol,Manual,Second,268365.0
Mahindra,2011,96942,Diesel,Manual,First,231684.0
Mahindra,2020,113812,Petrol,Automatic,First,471641.0
Honda,2006,39726,Petrol,Manual,First,136363.0
Renault,2012,23444,CNG,Manual,First,228898.0
Renault,2018,179100,Petrol,Manual,First,345961.0
Mahindra,2022,152305,Petrol,Manual,First,560558.0
Honda,2016,10366,Diesel,Manual,First,343942.0
Volkswagen,2017,87023,Petrol,Manual,Second,283388.0
Tata,2016,25900,Petrol,Manual,First,357511.0
Volkswagen,2008,8655,Petrol,Manual,First,179627.0
Toyota,2019,172967,Petrol,Manual,First,452014.0
Maruti,2014,173141,CNG,Manual,First,210921.0
Ford,2015,9820,Petrol,Automatic,First,294008.0
Renault,2020,41039,Petrol,Manual,Second,414687.0
Mahindra,2010,159243,Diesel,Manual,First,217906.0
Hyundai,2017,104269,Petrol,Manual,First,390499.0
Renault,2017,144638,Diesel,Manual,First,314758.0
Volkswagen,2020,29322,Petrol,Manual,First,478733.0
Ford,2019,148022,Petrol,Automatic,First,380354.0
Honda,2022,109523,Petrol,Manual,First,497316.0
Kia,2017,119731,Diesel,Manual,First,376483.0
Maruti,2021,161128,Petrol,Manual,Second,433665.0
Kia,2020,119108,Petrol,Manual,First,451425.0
Ford,2011,41901,Petrol,Manual,Second,99066.0
Maruti,2022,7526,Petrol,Manual,Second,529084.0
Volkswagen,2008,18117,Petrol,Manual,Second,108284.0
Volkswagen,2012,13190,CNG,Automatic,First,260566.0
Toyota,2015,68433,Petrol,Manual,First,394892.0
Ford,2010,149793,Diesel,Manual,First,150781.0
Kia,2011,98567,Petrol,Manual,Second,158007.0
Kia,2014,163890,Petrol,Manual,Second,280526.0
Renault,2016,67540,Petrol,Manual,First,314279.0
Hyundai,2015,15667,Diesel,Automatic,Second,388610.0
Volkswagen,2014,72662,Diesel,Manual,Second,202970.0
Kia,2019,15266,Diesel,Automatic,Third,433737.0
Renault,2008,95433,Petrol,Automatic,Second,123836.0
Volkswagen,2020,31544,CNG,Manual,First,489614.0
Hyundai,2007,50421,Petrol,Automatic,Second,87281.0
Volkswagen,2008,54798,Petrol,Manual,First,122988.0
Kia,2009,148701,Petrol,Manual,First,228549.0
Tata,2011,51578,Petrol,Manual,Second,214352.0
Maruti,2015,51066,Petrol,Manual,First,314648.0
Volkswagen,2007,160191,Petrol,Manual,First,136497.0
Renault,2017,172124,Petrol,Manual,First,284305.0
Maruti,2011,165752,Petrol,Manual,Second,117415.0
Ford,2006,128425,Petrol,Manual,Second,35000.0
Hyundai,2008,10785,Petrol,Manual,Second,35000.0
Honda,2016,24084,Petrol,Automatic,First,421005.0
Hyundai,2006,112845,CNG,Manual,First,92827.0
Ford,2017,8982,Petrol,Manual,First,294433.0
Volkswagen,2010,151153,CNG,Automatic,First,236398.0
Ford,2013,168971,Petrol,Manual,First,251350.0
Maruti,2016,77027,Petrol,Manual,Second,274481.0
Maruti,2020,45236,Petrol,Manual,First,399261.0
Mahindra,2009,60622,Petrol,Manual,First,186492.0
Ford,2009,63285,Diesel,Manual,First,81413.0
Ford,2010,172455,Petrol,Manual,First,132651.0
Maruti,2008,141808,Diesel,Manual,Second,79754.0
Volkswagen,2019,62112,Diesel,Automatic,Second,339364.0
Honda,2023,168542,Petrol,Manual,First,514783.0
Toyota,2010,5690,Diesel,Manual,First,335436.0
Renault,2023,53815,Diesel,Manual,First,444156.0
Ford,2005,127245,Petrol,Manual,First,49195.0
Kia,2024,44392,Diesel,Manual,First,595438.0
Kia,2005,11424,Diesel,Manual,First,162854.0
Volkswagen,2015,8816,Petrol,Manual,First,344359.0
Renault,2009,28812,Petrol,Manual,First,116143.0
Hyundai,2008,111003,Petrol,Automatic,First,167037.0
Renault,2010,30753,Petrol,Manual,First,134690.0
Maruti,2018,96057,Diesel,Manual,First,438761.0
Ford,2010,32194,Diesel,Manual,First,151762.0
Honda,2015,164985,Diesel,Manual,First,226460.0
Hyundai,2022,89969,Petrol,Manual,Second,347110.0
Renault,2011,173529,Petrol,Manual,First,170678.0
Maruti,2021,122022,Diesel,Manual,First,433227.0
Volkswagen,2021,34307,Petrol,Manual,Third,328523.0
Honda,2012,112845,Diesel,Manual,First,322871.0
Kia,2012,56629,CNG,Manual,First,315554.0
Maruti,2019,47932,Petrol,Manual,Second,371020.0
Renault,2022,69743,Petrol,Automatic,First,443394.0
Maruti,2021,85730,Diesel,Manual,First,405757.0
Honda,2009,121025,Diesel,Automatic,First,197893.0
Volkswagen,2018,51973,Petrol,Automatic,First,392651.0
Kia,2012,41889,Petrol,Automatic,Second,306209.0
Kia,2022,163865,Petrol,Automatic,Second,430552.0
Honda,2024,138752,CNG,Manual,First,511136.0
Toyota,2017,33320,Petrol,Manual,Second,465620.0
Volkswagen,2019,11202,Petrol,Automatic,Third,345446.0
Maruti,2007,126075,Petrol,Manual,First,111100.0
Honda,2015,177362,Petrol,Automatic,First,246596.0
Renault,2012,37250,Diesel,Manual,First,242990.0
Kia,2021,19065,Petrol,Manual,Second,454175.0
Mahindra,2010,79799,Petrol,Manual,Second,147486.0
Renault,2011,21271,Petrol,Manual,Second,177117.0
Mahindra,2013,132233,Diesel,Automatic,Second,227824.0
Tata,2014,73649,Petrol,Manual,First,241228.0
Renault,2007,93894,Petrol,Manual,First,70749.0
Renault,2014,170327,Petrol,Manual,First,194747.0
Tata,2007,127859,Petrol,Automatic,Second,62388.0
Honda,2022,117454,Petrol,Automatic,First,530057.0
Hyundai,2015,128504,Diesel,Automatic,First,327714.0
Honda,2022,95930,Petrol,Automatic,First,500884.0
Kia,2015,114553,Petrol,Manual,Second,270024.0
Hyundai,2011,86131,Diesel,Automatic,First,284192.0
Maruti,2007,5421,Petrol,Automatic,Third,35000.0
Ford,2015,84747,Petrol,Manual,Second,253023.0
Mahindra,2014,170687,Petrol,Manual,First,251812.0
Ford,2015,112501,Petrol,Manual,Second,207729.0
Kia,2010,19025,Petrol,Manual,First,231140.0
Tata,2005,167152,Petrol,Manual,Second,85077.0
Hyundai,2017,72993,Petrol,Automatic,First,297196.0
Kia,2015,127389,Diesel,Automatic,First,367100.0
Mahindra,2009,125766,Diesel,Automatic,First,164629.0
Tata,2014,166587,Petrol,Manual,Second,127183.0
Renault,2006,131664,Diesel,Manual,Second,35000.0
Honda,2015,128055,Diesel,Automatic,First,290390.0
Volkswagen,2017,171944,Petrol,Manual,Third,237812.0
Hyundai,2022,105750,Petrol,Automatic,First,543792.0
Ford,2013,65842,Petrol,Automatic,Second,155918.0
Renault,2020,133657,Petrol,Manual,First,461988.0
Ford,2012,50676,Diesel,Manual,Second,192548.0
Tata,2018,119887,Petrol,Manual,First,361913.0
Honda,2006,62223,Diesel,Automatic,First,173868.0
Maruti,2016,48817,Diesel,Manual,Second,295156.0
Honda,2020,36389,Petrol,Manual,Second,393069.0
Honda,2020,137377,Petrol,Automatic,First,484179.0
Hyundai,2023,43427,CNG,Manual,First,509318.0
Maruti,2011,45726,Petrol,Automatic,Second,149394.0
Mahindra,2015,83520,Petrol,Manual,First,280150.0
Renault,2008,52766,Petrol,Automatic,First,126100.0
Kia,2006,153012,Diesel,Automatic,First,205642.0
Honda,2005,67332,Diesel,Manual,First,105994.0
Ford,2013,154459,Diesel,Manual,First,263453.0
Hyundai,2007,24121,CNG,Manual,Second,51773.0
Ford,2020,92800,Diesel,Manual,First,401588.0
Ford,2017,51847,Petrol,Manual,First,333961.0
Maruti,2013,174559,Diesel,Manual,Second,186154.0
Tata,2024,65142,Petrol,Manual,Third,321614.0
Ford,2011,94897,Diesel,Manual,Second,192108.0
Honda,2010,161900,Petrol,Manual,First,232038.0
Toyota,2024,52546,Diesel,Manual,Second,623867.0
Hyundai,2008,100435,Petrol,Manual,First,131024.0
Hyundai,2008,24532,Petrol,Manual,Second,137164.0
Honda,2024,7895,Diesel,Manual,First,560222.0
Honda,2017,7193,Diesel,Manual,First,449645.0
Ford,2023,120959,Petrol,Automatic,First,494839.0
Tata,2014,51009,Diesel,Automatic,First,318407.0
Renault,2007,129027,Petrol,Manual,Second,35000.0
